Species,Median_Probability_Gene_Presence
Providencia rettgeri,0.18834349503476344
Klebsiella oxytoca,0.16999008901071894
Proteus mirabilis,0.1644940570678311
Pseudomonas aeruginosa,0.16234135690861073
Enterobacter spp,0.1391099044394886
Providencia stuartii,0.13833595200117457
Klebsiella pneumoniae,0.13739167616615283
Escherichia coli,0.1279919819480267
Enterobacter cloacae,0.10507376512620464
Enterobacter hormaechi,0.06184557891421323
Klebsiella aerogenes,0.04233280116112683
Providencia spp,0.04178899125447123
Citrobacter freundii,0.03805192638279403
Morganella morganii,0.004524263284494119
