Species,Median_Probability_Gene_Presence
Morganella morganii,0.36248175791353565
Klebsiella oxytoca,0.22967175226902117
Providencia rettgeri,0.21819705097093542
Enterobacter cloacae,0.21600173194161132
Enterobacter hormaechi,0.21436806577846768
Citrobacter freundii,0.21258579604935765
Klebsiella aerogenes,0.21247943740930542
Enterobacter spp,0.21015909832149277
Klebsiella pneumoniae,0.20847505893556617
Escherichia coli,0.20710092563665022
Providencia stuartii,0.191394994910018
Providencia spp,0.18936491667957453
Proteus mirabilis,0.18641630937962886
Pseudomonas aeruginosa,0.17521771357075436
