Species,Median_Probability_Gene_Presence
Enterobacter cloacae,0.24892149723263335
Klebsiella aerogenes,0.22635038459821644
Providencia rettgeri,0.2105177645248968
Enterobacter hormaechi,0.20535383416441635
Citrobacter freundii,0.19335049551447606
Klebsiella pneumoniae,0.18924828011806163
Proteus mirabilis,0.17599084362047515
Pseudomonas aeruginosa,0.16875244581028498
Enterobacter spp,0.1682493094926394
Escherichia coli,0.1631616955376045
Providencia spp,0.15414304390070116
Klebsiella oxytoca,0.1500868772131953
Providencia stuartii,0.13392012523652502
Morganella morganii,0.006870253665355894
