Species,Median_Probability_Gene_Presence
Morganella morganii,0.35966741175813843
Enterobacter cloacae,0.2163510838312746
Providencia rettgeri,0.21421153287568395
Klebsiella pneumoniae,0.21282247428610265
Klebsiella oxytoca,0.21176211238153325
Escherichia coli,0.20980969632244217
Enterobacter spp,0.20664163326711166
Klebsiella aerogenes,0.2065486839237499
Citrobacter freundii,0.20540679449104843
Enterobacter hormaechi,0.19885374579411846
Providencia stuartii,0.1978421715889142
Providencia spp,0.19284106468243445
Proteus mirabilis,0.19155253479758028
Pseudomonas aeruginosa,0.17254121202274297
