Species,Median_Probability_Gene_Presence
Providencia rettgeri,0.21195682483845407
Klebsiella pneumoniae,0.20643867133648064
Enterobacter cloacae,0.2020085624401902
Citrobacter freundii,0.2014116477314719
Escherichia coli,0.19219684784879043
Enterobacter spp,0.1862916100312596
Klebsiella oxytoca,0.18577392801430004
Proteus mirabilis,0.17426439784315745
Providencia stuartii,0.17233898285446703
Pseudomonas aeruginosa,0.17018007812809816
Enterobacter hormaechi,0.16301574179876965
Providencia spp,0.16284630473428974
Klebsiella aerogenes,0.15931155475137726
Morganella morganii,0.006318323356097083
