Species,Median_Probability_Gene_Presence
Providencia rettgeri,0.18788296096406024
Klebsiella oxytoca,0.17213739679726475
Proteus mirabilis,0.16293557097683198
Pseudomonas aeruginosa,0.16278386493552663
Providencia stuartii,0.13765712066199953
Klebsiella pneumoniae,0.137252021407879
Enterobacter spp,0.13699891612948356
Escherichia coli,0.13098907988479944
Enterobacter cloacae,0.10076248153973545
Enterobacter hormaechi,0.06196319404521872
Providencia spp,0.04200712406683091
Klebsiella aerogenes,0.040591927555008823
Citrobacter freundii,0.03812289901789934
Morganella morganii,0.004401490588405623
