Species,Median_Probability_Gene_Presence
Klebsiella aerogenes,0.1503512340696866
Proteus mirabilis,0.14879484038765292
Enterobacter spp,0.14312429431090704
Pseudomonas aeruginosa,0.13105235509819538
Escherichia coli,0.12630289740446504
Klebsiella pneumoniae,0.12340309757780366
Providencia rettgeri,0.11606568371784719
Citrobacter freundii,0.11561912755607001
Providencia stuartii,0.0969718181309891
Enterobacter hormaechi,0.09189610394885049
Enterobacter cloacae,0.08549781609860296
Providencia spp,0.0731162392533613
Klebsiella oxytoca,0.05229280545491624
Morganella morganii,0.0199654298486961
