Species,Median_Probability_Gene_Presence
Providencia rettgeri,0.1886118633479919
Klebsiella oxytoca,0.1692125190249197
Proteus mirabilis,0.16347408104546074
Pseudomonas aeruginosa,0.1627326637143102
Providencia stuartii,0.1408546329184655
Enterobacter spp,0.13906332512824504
Klebsiella pneumoniae,0.1382850265163222
Escherichia coli,0.13008340830038156
Enterobacter cloacae,0.10545934800662914
Enterobacter hormaechi,0.06315462842077535
Providencia spp,0.04230537736369086
Klebsiella aerogenes,0.04205631619453892
Citrobacter freundii,0.038475433410825724
Morganella morganii,0.004547047994604067
