Species,Median_Probability_Gene_Presence
Proteus mirabilis,0.14991457160433744
Pseudomonas aeruginosa,0.13180436051051336
Enterobacter spp,0.1292238321234894
Klebsiella aerogenes,0.12200052159900601
Klebsiella pneumoniae,0.12136959064713887
Escherichia coli,0.12088811829208944
Providencia rettgeri,0.11764233016718018
Citrobacter freundii,0.11683606289891073
Enterobacter hormaechi,0.10419435798142973
Enterobacter cloacae,0.10258483085407025
Providencia stuartii,0.1023959804794509
Providencia spp,0.07475104738921352
Klebsiella oxytoca,0.05949238232555528
Morganella morganii,0.020678201528194953
