Species,Median_Probability_Gene_Presence
Morganella morganii,0.3724338743580662
Klebsiella aerogenes,0.23684135252744087
Escherichia coli,0.22998816290068141
Klebsiella pneumoniae,0.2282057938823897
Providencia stuartii,0.22497478611482946
Klebsiella oxytoca,0.22285789170484616
Providencia rettgeri,0.2221034354748033
Citrobacter freundii,0.22179342941848182
Enterobacter cloacae,0.22126979712246111
Enterobacter spp,0.21065367165576615
Providencia spp,0.20568948446582055
Proteus mirabilis,0.20418228252707762
Enterobacter hormaechi,0.1975701036345246
Pseudomonas aeruginosa,0.17961208120434902
