Species,Median_Probability_Gene_Presence
Morganella morganii,0.35749349625406923
Enterobacter cloacae,0.2165194358700963
Providencia rettgeri,0.21342115645864126
Klebsiella pneumoniae,0.20963514477861478
Klebsiella oxytoca,0.20619069786309965
Klebsiella aerogenes,0.2053464866151296
Escherichia coli,0.2048776112079341
Citrobacter freundii,0.20395111979263136
Enterobacter spp,0.20284580147750497
Enterobacter hormaechi,0.19570865043592844
Providencia stuartii,0.19408773443788407
Providencia spp,0.18768778920123813
Proteus mirabilis,0.1869907281814172
Pseudomonas aeruginosa,0.17190754131361785
