Species,Median_Probability_Gene_Presence
Providencia rettgeri,0.18705204566531566
Proteus mirabilis,0.1629236095093258
Pseudomonas aeruginosa,0.1621998365409833
Klebsiella oxytoca,0.1604463672023314
Providencia stuartii,0.14146473764948853
Enterobacter spp,0.1384228479727614
Klebsiella pneumoniae,0.13750497803994183
Escherichia coli,0.13229794830690747
Enterobacter cloacae,0.10423648483289549
Enterobacter hormaechi,0.06642828312353258
Providencia spp,0.04341101804514347
Klebsiella aerogenes,0.040472587942439825
Citrobacter freundii,0.03777644205133767
Morganella morganii,0.004331838381313356
