Species,Median_Probability_Gene_Presence
Providencia rettgeri,0.21296076755278556
Klebsiella pneumoniae,0.2061988561730524
Enterobacter cloacae,0.2031253261281382
Citrobacter freundii,0.20280314712981884
Escherichia coli,0.19258823791880275
Enterobacter spp,0.18985070627660097
Klebsiella oxytoca,0.18560394768613817
Proteus mirabilis,0.1747767281566322
Providencia stuartii,0.17243038750600365
Pseudomonas aeruginosa,0.17095421112094014
Enterobacter hormaechi,0.1661871687388039
Providencia spp,0.16307321185260046
Klebsiella aerogenes,0.16028226200404055
Morganella morganii,0.006231476554538338
