Species,Median_Probability_Gene_Presence
Providencia rettgeri,0.18756699494027415
Klebsiella oxytoca,0.17124496670316117
Pseudomonas aeruginosa,0.16180216841842032
Proteus mirabilis,0.15962957148451357
Enterobacter spp,0.1375601758905418
Klebsiella pneumoniae,0.1368645453749376
Providencia stuartii,0.13585381346137973
Escherichia coli,0.1280544874164719
Enterobacter cloacae,0.10207024585611435
Enterobacter hormaechi,0.062200664940623186
Klebsiella aerogenes,0.041695467891170485
Providencia spp,0.041217252453560824
Citrobacter freundii,0.037576433179253445
Morganella morganii,0.0045493303739715385
