Species,Median_Probability_Gene_Presence
Providencia rettgeri,0.2133368941345597
Klebsiella pneumoniae,0.20725179769496263
Enterobacter cloacae,0.20591444786567142
Citrobacter freundii,0.20273575474547198
Escherichia coli,0.19473031379094374
Enterobacter spp,0.19330455926232343
Klebsiella oxytoca,0.18990511500960228
Proteus mirabilis,0.17671799600703636
Providencia stuartii,0.17495475815323852
Pseudomonas aeruginosa,0.1708488068618897
Enterobacter hormaechi,0.1663036077746713
Providencia spp,0.16499230368861295
Klebsiella aerogenes,0.16219675748974005
Morganella morganii,0.006354299292908152
