Species,Median_Probability_Gene_Presence
Morganella morganii,0.35387071543990556
Providencia rettgeri,0.21248900219357486
Enterobacter cloacae,0.21206552084129393
Klebsiella oxytoca,0.20738602643734716
Klebsiella pneumoniae,0.20710191297031558
Escherichia coli,0.2033552664031827
Enterobacter spp,0.20204541996383835
Citrobacter freundii,0.20204177518560595
Klebsiella aerogenes,0.20141476608893683
Enterobacter hormaechi,0.19096166633399733
Providencia stuartii,0.1908439438838201
Providencia spp,0.1867694543997841
Proteus mirabilis,0.18549276806424864
Pseudomonas aeruginosa,0.17106781574594782
