Species,Median_Probability_Gene_Presence
Morganella morganii,0.3519532159620919
Klebsiella pneumoniae,0.21049905871697672
Providencia rettgeri,0.20853167620229646
Enterobacter cloacae,0.2047318975659027
Klebsiella aerogenes,0.20100514839272388
Citrobacter freundii,0.20070049206789475
Klebsiella oxytoca,0.20062035569386555
Providencia spp,0.19662992461747492
Enterobacter hormaechi,0.19135508655528127
Enterobacter spp,0.18927770005252428
Escherichia coli,0.1882930530517215
Providencia stuartii,0.182676654279198
Proteus mirabilis,0.18198237803481343
Pseudomonas aeruginosa,0.1667402217985097
