Species,Median_Probability_Gene_Presence
Morganella morganii,0.3348685338863169
Enterobacter spp,0.20856286281140896
Escherichia coli,0.2081930242158549
Enterobacter cloacae,0.20469834865240966
Klebsiella oxytoca,0.20331606693722828
Providencia rettgeri,0.20310680960033795
Klebsiella pneumoniae,0.1975368589610555
Citrobacter freundii,0.1950257314449597
Enterobacter hormaechi,0.19451445931009098
Providencia spp,0.17760260496434024
Providencia stuartii,0.17587117738257763
Klebsiella aerogenes,0.17424271905731248
Proteus mirabilis,0.16957283737633497
Pseudomonas aeruginosa,0.16389510444693656
