Species,Median_Probability_Gene_Presence
Providencia rettgeri,0.21240204099778465
Klebsiella pneumoniae,0.20834794996336908
Enterobacter cloacae,0.20726413041333924
Citrobacter freundii,0.20343356309520483
Escherichia coli,0.19729416607161468
Enterobacter spp,0.18850649210411397
Klebsiella oxytoca,0.1809333256311796
Proteus mirabilis,0.17672786363672982
Providencia stuartii,0.1757369961382244
Pseudomonas aeruginosa,0.17055215134585414
Klebsiella aerogenes,0.16410684588180713
Enterobacter hormaechi,0.16388027096120494
Providencia spp,0.16213202611906757
Morganella morganii,0.006434925460697263
