Species,Median_Probability_Gene_Presence
Morganella morganii,0.3564810363670067
Enterobacter cloacae,0.21420979787756483
Providencia rettgeri,0.21284712167227665
Klebsiella pneumoniae,0.20998393775716567
Escherichia coli,0.20873597066005406
Klebsiella oxytoca,0.2084573237329036
Klebsiella aerogenes,0.207616481144913
Citrobacter freundii,0.20583243115544253
Enterobacter spp,0.20459786229843605
Enterobacter hormaechi,0.19742880263642087
Providencia stuartii,0.19254073767300792
Providencia spp,0.18990331923460296
Proteus mirabilis,0.18854586702791024
Pseudomonas aeruginosa,0.17170065887523178
