Species,Median_Probability_Gene_Presence
Morganella morganii,0.35859914306092916
Enterobacter cloacae,0.21674520745489212
Providencia rettgeri,0.21500471481271366
Klebsiella pneumoniae,0.21046713459222544
Klebsiella oxytoca,0.20994598467975012
Escherichia coli,0.20779861327986546
Klebsiella aerogenes,0.20532019983141286
Citrobacter freundii,0.20525106486958503
Enterobacter spp,0.20485122663720537
Enterobacter hormaechi,0.19584614038663758
Providencia stuartii,0.19476532267676966
Providencia spp,0.19088786073564729
Proteus mirabilis,0.1889510420068555
Pseudomonas aeruginosa,0.17256083358057203
