Species,Median_Probability_Gene_Presence
Providencia rettgeri,0.21249267523946724
Enterobacter cloacae,0.207325042289291
Klebsiella pneumoniae,0.2070772885648558
Citrobacter freundii,0.20306558441981382
Escherichia coli,0.1933563691447016
Klebsiella oxytoca,0.18725478606199253
Enterobacter spp,0.18708500878247325
Proteus mirabilis,0.17499378285009598
Providencia stuartii,0.17451542815875254
Pseudomonas aeruginosa,0.17082502801569327
Enterobacter hormaechi,0.16463305019312718
Providencia spp,0.16288387874078458
Klebsiella aerogenes,0.16250298326071233
Morganella morganii,0.00638233632594387
