Species,Median_Probability_Gene_Presence
Providencia rettgeri,0.18920163623239192
Klebsiella oxytoca,0.1709707471398122
Proteus mirabilis,0.1635533461281264
Pseudomonas aeruginosa,0.16323312200761175
Providencia stuartii,0.13846265387969212
Klebsiella pneumoniae,0.13735038366698207
Enterobacter spp,0.1364429067392452
Escherichia coli,0.13220458281504055
Enterobacter cloacae,0.10396470039039163
Enterobacter hormaechi,0.06332356984792051
Klebsiella aerogenes,0.043252944381456625
Providencia spp,0.041893291144421765
Citrobacter freundii,0.03862847149470527
Morganella morganii,0.004576293973188943
