Species,Median_Probability_Gene_Presence
Providencia rettgeri,0.18760220286806145
Klebsiella oxytoca,0.17070743183326625
Pseudomonas aeruginosa,0.16247080509695905
Proteus mirabilis,0.1623671610452873
Providencia stuartii,0.13795391085222097
Enterobacter spp,0.135845885324147
Klebsiella pneumoniae,0.13570377527264915
Escherichia coli,0.12874761568143278
Enterobacter cloacae,0.10180948661697123
Enterobacter hormaechi,0.061575287523694254
Providencia spp,0.04232279100904686
Klebsiella aerogenes,0.04126993999927474
Citrobacter freundii,0.03813494961725214
Morganella morganii,0.004512581486899333
