Species,Median_Probability_Gene_Presence
Morganella morganii,0.3558854230359959
Enterobacter cloacae,0.21857139176503496
Providencia rettgeri,0.21344084379595868
Klebsiella pneumoniae,0.21166836359573055
Klebsiella oxytoca,0.20814126359757518
Citrobacter freundii,0.20458749716924568
Enterobacter spp,0.20392136618735773
Escherichia coli,0.20307330714025315
Klebsiella aerogenes,0.2028342713208419
Providencia stuartii,0.1965145241830012
Enterobacter hormaechi,0.19334332833285575
Providencia spp,0.1890547497738785
Proteus mirabilis,0.18858865531197697
Pseudomonas aeruginosa,0.17227117827388544
